Tweets_name,Tweets_url,Tweets_twitterhandle,Tweets_twitterhandle_url,Tweets_tweet,Tweets_replies,Tweets_retweets,Tweets_likes,Tweets_Dateoftweet,Tweets_Dateoftweet_url,Tweets_Verified,Tweets_Verified_url
taran adarsh,https://twitter.com/taran_adarsh,taran_adarsh,https://twitter.com/taran_adarsh,#BadrinathKiDulhania continues to dominate... Enjoys a SUPER-STRONG Weekend 2... Collects ₹ 17.56 cr... First SUPER HIT of 2017...,"Reply
55","Retweet
328","Like
1.4K",20 Mar 2017,https://twitter.com/taran_adarsh/status/843724026824470528,Verified account,https://twitter.com/taran_adarsh
taran adarsh,https://twitter.com/taran_adarsh,taran_adarsh,https://twitter.com/taran_adarsh,#BadrinathKiDulhania will hit a century today [Thu]... Will enter/cross ₹ 100 cr on Day 14... India biz... SUPER HIT.,"Reply
37","Retweet
372","Like
1.8K",23 Mar 2017,https://twitter.com/taran_adarsh/status/844815386952425472,Verified account,https://twitter.com/taran_adarsh
taran adarsh,https://twitter.com/taran_adarsh,taran_adarsh,https://twitter.com/taran_adarsh,"#BadrinathKiDulhania inches closer to ₹ 100 cr... [Week 2] Fri 4.21 cr, Sat 5.90 cr, Sun 7.45 cr, Mon 2.72 cr. Total: ₹ 93.94 cr. India biz.","Reply
33","Retweet
350","Like
1.6K",20 Mar 2017,https://twitter.com/taran_adarsh/status/844078617323696128,Verified account,https://twitter.com/taran_adarsh
taran adarsh,https://twitter.com/taran_adarsh,taran_adarsh,https://twitter.com/taran_adarsh,#BadrinathKiDulhania - OVERSEAS - Total after Weekend 2: $ 4.72 million [₹ 30.87 cr]. VERY GOOD!,"Reply
21","Retweet
200","Like
1.1K",20 Mar 2017,https://twitter.com/taran_adarsh/status/843765798472581121,Verified account,https://twitter.com/taran_adarsh
taran adarsh,https://twitter.com/taran_adarsh,taran_adarsh,https://twitter.com/taran_adarsh,2017 has begun on a buoyant note for Fox Star India. #JollyLLB2 and #BadrinathKiDulhania emerge success. #Phillauri could be a hat trick...,"Reply
24","Retweet
284","Like
1.4K",22 Mar 2017,https://twitter.com/taran_adarsh/status/844478583191982080,Verified account,https://twitter.com/taran_adarsh
Nakuul Mehta,https://twitter.com/NakuulMehta,NakuulMehta,https://twitter.com/NakuulMehta,Loved #BadrinathKiDulhania ! So proud of you @ShashankKhaitan . @Varun_dvn at his earnest & endearing best. So much fun to watch.,"Reply
51","Retweet
236","Like
1.3K",21 Mar 2017,https://twitter.com/NakuulMehta/status/844273076590329860,Verified account,https://twitter.com/NakuulMehta
Varun Dhawan,https://twitter.com/Varun_dvn,Varun_dvn,https://twitter.com/Varun_dvn,Thank you so much for all the lovely messages for #BadrinathKiDulhania . Let's do #varunsays today.,"Reply
319","Retweet
630","Like
4.0K",19 Mar 2017,https://twitter.com/Varun_dvn/status/843669178083131392,Verified account,https://twitter.com/Varun_dvn
ExSecular #IndiaTakesRevenge,https://twitter.com/ExSecular,ExSecular,https://twitter.com/ExSecular,Long time no movie review from @ArvindKejriwal ... how is #BadrinathKiDulhania sir Ji?,"Reply
15","Retweet
33","Like
98",19 Mar 2017,https://twitter.com/ExSecular/status/843440081088143360,,
Subarna talukder,https://twitter.com/Subarnapsycho,Subarnapsycho,https://twitter.com/Subarnapsycho,@Varun_dvn just watched #badrinathkidulhania. I m big fan of alia but I watched u only.u were incredible! Love u,Reply,"Retweet
40","Like
154",19 Mar 2017,https://twitter.com/Subarnapsycho/status/843549498630721541,,
Rohit Jaiswal,https://twitter.com/rohitjswl01,rohitjswl01,https://twitter.com/rohitjswl01,"CONGRATULATIONS @Varun_dvn @aliaa08 @karanjohar @apoorvamehta18 @ShashankKhaitan #BadrinathKiDulhania ENTERS 100CR CLUB
LT- 115 SUPERHIT","Reply
8","Retweet
52","Like
124",23 Mar 2017,https://twitter.com/rohitjswl01/status/844916500586745857,Verified account,https://twitter.com/rohitjswl01
mileyrq,https://twitter.com/mileyrq,mileyrq,https://twitter.com/mileyrq,Watched #BadrinathKiDulhania amazing movie.. These kind of people does exist in up.. #fuckdowry love u @Varun_dvn amazing actor. #Loveyou .,"Reply
1","Retweet
41","Like
119",23 Mar 2017,https://twitter.com/mileyrq/status/844959538751008768,,
Indian Boxoffice,https://twitter.com/TradeBOC,TradeBOC,https://twitter.com/TradeBOC,#BadrinathKiDulhania becomes the biggest hit film for #varunDhawan in his career and also biggest hit of this year so far,"Reply
8","Retweet
47","Like
104",22 Mar 2017,https://twitter.com/TradeBOC/status/844721854237564928,,
Bollywood Bacchanal,https://twitter.com/BollyBacchanal,BollyBacchanal,https://twitter.com/BollyBacchanal,@Varun_dvn looks fab in his new ad for Lux Cozi Inner Wear #bollywood #varundhawan #badrinathkidulhania,Reply,"Retweet
44","Like
134",18 Mar 2017,https://twitter.com/BollyBacchanal/status/843119482902122497,,
Jankee,https://twitter.com/JANK_EE,JANK_EE,https://twitter.com/JANK_EE,Finally watched #BadrinathKiDulhania Absolutely loved the film & @Varun_dvn has nailed his performance @ShashankKhaitan take a Bow! Respect!,"Reply
13","Retweet
98","Like
437",21 Mar 2017,https://twitter.com/JANK_EE/status/844276186880622592,,
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,Badri and his Dulhania taking over the world! #BadrinathKiDulhania @Varun_dvn @aliaa08 @karanjohar,"Reply
27","Retweet
120","Like
797",20 Mar 2017,https://twitter.com/DharmaMovies/status/843756424635154432,Verified account,https://twitter.com/DharmaMovies
Sumit M kadel,https://twitter.com/SumitkadeI,SumitkadeI,https://twitter.com/SumitkadeI,#Judwaa2 release date is Fantastic. If promo of the film will be as good as #BadrinathKiDulhania than it will take bigger opening than badri,"Reply
4","Retweet
55","Like
142",21 Mar 2017,https://twitter.com/SumitkadeI/status/844103838286065665,Verified account,https://twitter.com/SumitkadeI
Sumit M kadel,https://twitter.com/SumitkadeI,SumitkadeI,https://twitter.com/SumitkadeI,"As i write this #BadrinathKiDulhania has crossed 100 crs net at the BO . Super duper hit . @Varun_dvn 3rd 100 grosser , @aliaa08 second .","Reply
5","Retweet
59","Like
159",23 Mar 2017,https://twitter.com/SumitkadeI/status/844949026097315841,Verified account,https://twitter.com/SumitkadeI
Rohit Jaiswal,https://twitter.com/rohitjswl01,rohitjswl01,https://twitter.com/rohitjswl01,"Success of #BadrinathKiDulhania is a Tyt slap on dose ppl face who says Ab Audience ko Commercial films pasand nhi ate, @Varun_dvn @aliaa08","Reply
8","Retweet
52","Like
126",18 Mar 2017,https://twitter.com/rohitjswl01/status/843354124666191872,Verified account,https://twitter.com/rohitjswl01
Nidhi Thakur,https://twitter.com/ChhotaRecharge,ChhotaRecharge,https://twitter.com/ChhotaRecharge,Also loved how well-balanced #BadrinathKiDulhania was in terms of its message! Almost like they had a debate team to analyze every argument.,Reply,"Retweet
23","Like
43",22 Mar 2017,https://twitter.com/ChhotaRecharge/status/844643414863958016,Verified account,https://twitter.com/ChhotaRecharge
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,".@Varun_dvn and @aliaa08 starrer, #BadrinathKiDulhania crosses Rs.160 crores worldwide","Reply
11","Retweet
54","Like
389",20 Mar 2017,https://twitter.com/ZoomTV/status/844073591759093760,Verified account,https://twitter.com/ZoomTV
taran adarsh,https://twitter.com/taran_adarsh,taran_adarsh,https://twitter.com/taran_adarsh,"#BadrinathKiDulhania is ROCKSTEADY... [Week 2] Fri 4.21 cr, Sat 5.90 cr, Sun 7.45 cr, Mon 2.72 cr, Tue 2.45 cr. Total: ₹ 96.39 cr. India biz","Reply
63","Retweet
371","Like
1.6K",21 Mar 2017,https://twitter.com/taran_adarsh/status/844434236799139841,Verified account,https://twitter.com/taran_adarsh
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,"#ThrowbackThursday to this candid moment of Badri & his Dulhania, riding along! #BadrinathKiDulhania
Book tix now http://m.p-y.tm/tbkdm","Reply
14","Retweet
134","Like
883",23 Mar 2017,https://twitter.com/DharmaMovies/status/844898866486919168,Verified account,https://twitter.com/DharmaMovies
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,if you loved @Varun_dvn and @aliaa08's chemistry in #BadrinathKiDulhania,"Reply
9","Retweet
90","Like
616",21 Mar 2017,https://twitter.com/ZoomTV/status/844432202502828032,Verified account,https://twitter.com/ZoomTV
India TV,https://twitter.com/indiatvnews,indiatvnews,https://twitter.com/indiatvnews,"@aliaa08 and @Varun_dvn's ‘#BadrinathKiDulhania’ mints Rs 96.39 cr, to enter 100 cr club by Friday","Reply
1","Retweet
26","Like
44",22 Mar 2017,https://twitter.com/indiatvnews/status/844447332670324736,Verified account,https://twitter.com/indiatvnews
Ramesh Bala,https://twitter.com/rameshlaus,rameshlaus,https://twitter.com/rameshlaus,"As of today, 2 wks since release - #BadrinathKiDulhania enters ₹ 100 cr Club.. 3rd 100 Cr movie for @Varun_dvn and 2nd movie for @aliaa08","Reply
14","Retweet
117","Like
1.2K",23 Mar 2017,https://twitter.com/rameshlaus/status/844956319396352000,Verified account,https://twitter.com/rameshlaus
Joginder Tuteja,https://twitter.com/Tutejajoginder,Tutejajoginder,https://twitter.com/Tutejajoginder,"#BadrinathKiDulhania enters #100CroreClub today
Many congrats @KaranJohar @shashankkhaitan @Varun_dvn @aliaa08 @apoorvamehta18 @foxstarhindi","Reply
1","Retweet
60","Like
232",23 Mar 2017,https://twitter.com/Tutejajoginder/status/844919991845568512,Verified account,https://twitter.com/Tutejajoginder
Bollywood Hungama,https://twitter.com/Bollyhungama,Bollyhungama,https://twitter.com/Bollyhungama,".@Varun_dvn, @aliaa08 were WAY MORE prepared for #BadrinathKiDulhania” : @Sahilwalavaid
http://bit.ly/2nfYcG1","Reply
4","Retweet
43","Like
181",23 Mar 2017,https://twitter.com/Bollyhungama/status/844866201721323521,Verified account,https://twitter.com/Bollyhungama
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,"Selfie Time!: @Varun_dvn with actress, @Sukhmanilamba21 on the sets of #BadrinathKiDulhania","Reply
2","Retweet
30","Like
287",23 Mar 2017,https://twitter.com/ZoomTV/status/844851225560416257,Verified account,https://twitter.com/ZoomTV
Kaushik LM,https://twitter.com/LMKMovieManiac,LMKMovieManiac,https://twitter.com/LMKMovieManiac,Superhit #BadrinathKiDulhania will cross the 100 CR all-India net mark today. @aliaa08 @Varun_dvn on top of their games. @DharmaMovies #BKD,"Reply
2","Retweet
74","Like
288",23 Mar 2017,https://twitter.com/LMKMovieManiac/status/844818761588731904,Verified account,https://twitter.com/LMKMovieManiac
Iyan Amjad,https://twitter.com/IyanAmjad,IyanAmjad,https://twitter.com/IyanAmjad,"@Sahilwalavaid's acting in #BadrinathKiDulhania was SUPERB!
He never fails to bring a smile to your face!!!
GREAT COMIC TIMING!","Reply
3","Retweet
54","Like
745",22 Mar 2017,https://twitter.com/IyanAmjad/status/844448694325972993,,
Indicine.com,https://twitter.com/indicine,indicine,https://twitter.com/indicine,#BadrinathKiDulhania Excellent run continues at the box office.,"Reply
2","Retweet
42","Like
91",21 Mar 2017,https://twitter.com/indicine/status/844104565993570304,,
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,".@Varun_dvn and @aliaa08 starrer, #BadrinathKiDulhania has collected Rs.91.22 crores till now","Reply
4","Retweet
77","Like
566",20 Mar 2017,https://twitter.com/ZoomTV/status/843862198736863232,Verified account,https://twitter.com/ZoomTV
Indicine.com,https://twitter.com/indicine,indicine,https://twitter.com/indicine,"#BadrinathKiDulhania decimates new releases. 2nd weekend 65% more than all new films, including Beauty and The Beast","Reply
1","Retweet
43","Like
95",20 Mar 2017,https://twitter.com/indicine/status/843798529013235712,,
Apoorva Mehta,https://twitter.com/apoorvamehta18,apoorvamehta18,https://twitter.com/apoorvamehta18,Well done team! #BadrinathKiDulhania @karanjohar @Varun_dvn @aliaa08 @ShashankKhaitan @DharmaMovies @foxstarhindi,"Reply
3","Retweet
73","Like
178",20 Mar 2017,https://twitter.com/apoorvamehta18/status/843766570962702336,Verified account,https://twitter.com/apoorvamehta18
Filmfare,https://twitter.com/filmfare,filmfare,https://twitter.com/filmfare,".@aliaa08 and @Varun_dvn’s #BadrinathKiDulhania is super hit!
Full report below.","Reply
6","Retweet
79","Like
365",20 Mar 2017,https://twitter.com/filmfare/status/843762262154215424,Verified account,https://twitter.com/filmfare
Bollywood Hungama,https://twitter.com/Bollyhungama,Bollyhungama,https://twitter.com/Bollyhungama,"""#BadrinathKiDulhania for me was like home"": @Sahilwalavaid #TalkingFilms","Reply
1","Retweet
46","Like
199",20 Mar 2017,https://twitter.com/Bollyhungama/status/843758529945178112,Verified account,https://twitter.com/Bollyhungama
POP Diaries,https://twitter.com/Popdiarieslive,Popdiarieslive,https://twitter.com/Popdiarieslive,"#BoxOffice: #BadrinathKiDulhania To Enter The 100 Crore Club Soon
http://popdiaries.com/2017/03/20/box-office-badrinath-ki-dulhania-enter-100-crore-club-soon/ …",Reply,"Retweet
30","Like
93",19 Mar 2017,https://twitter.com/Popdiarieslive/status/843690312858046464,,
Diana Sanchez,https://twitter.com/lovelydee0586,lovelydee0586,https://twitter.com/lovelydee0586,Waiting for @BKDMovie to start. Finally! @Varun_dvn! #BadrinathKiDulhania #VarunDhawan #AliaBhatt,"Reply
2","Retweet
46","Like
546",19 Mar 2017,https://twitter.com/lovelydee0586/status/843532935093350400,,
Movified Bollywood,https://twitter.com/MovifiedBolly,MovifiedBolly,https://twitter.com/MovifiedBolly,"#BadrinathKiDulhania rules the Box Office, new releases open to disastrous numbers @Varun_dvn @aliaa08 @BKDMovie https://www.movified.com/badrinath-ki-dulhania-rules-the-box-office-new-releases-open-to-disastrous-numbers …",Reply,"Retweet
39","Like
114",18 Mar 2017,https://twitter.com/MovifiedBolly/status/843340866718785536,,
Bollywood Hungama,https://twitter.com/Bollyhungama,Bollyhungama,https://twitter.com/Bollyhungama,"""#BadrinathKiDulhania is not a NORMAL story"": @Sahilwalavaid #TalkingFilms http://bit.ly/2nyTgdu",Reply,"Retweet
57","Like
252",18 Mar 2017,https://twitter.com/Bollyhungama/status/843110720749387777,Verified account,https://twitter.com/Bollyhungama
Joginder Tuteja,https://twitter.com/Tutejajoginder,Tutejajoginder,https://twitter.com/Tutejajoginder,"#BadrinathKiDulhania enters #100CroreClub today
Many congratulations @KaranJohar @shashankkhaitan @Varun_dvn @aliaa08 @foxstarhindi","Reply
2","Retweet
34","Like
82",23 Mar 2017,https://twitter.com/Tutejajoginder/status/844918076478910466,Verified account,https://twitter.com/Tutejajoginder
Varun Dhawan FanClub,https://twitter.com/VarunDhawan_FC,VarunDhawan_FC,https://twitter.com/VarunDhawan_FC,And #BadrinathKiDulhania is all set to cross 100cr today! 2 weeks of BKD already! Have you guys watched the film? ;) @Varun_dvn @BKDMovie,"Reply
2","Retweet
25","Like
66",23 Mar 2017,https://twitter.com/VarunDhawan_FC/status/844827554368282624,,
Aditi Raval,https://twitter.com/aditiraval,aditiraval,https://twitter.com/aditiraval,Someone just appreciated <3 @Varun_dvn @aliaa08 ki film #BadrinathKiDulhania is really doing well on box office. Total 96.39 cr,"Reply
1","Retweet
38","Like
79",22 Mar 2017,https://twitter.com/aditiraval/status/844532184400744452,Verified account,https://twitter.com/aditiraval
Desimartini,https://twitter.com/DMmovies,DMmovies,https://twitter.com/DMmovies,"Proof That @aliaa08 Will Make The Most Beautiful Dulhania Ever! #HTMostStylish
http://www.desimartini.com/news/bollywood/alia-bhatt-traditional-lehenga-bridal-looks/article47718.htm?utm_source=twitter&utm_medium=referral&utm_campaign=twitter_martinishots …
#AliaBhatt #BadrinathKiDulhania","Reply
3","Retweet
57","Like
152",22 Mar 2017,https://twitter.com/DMmovies/status/844502129096122368,Verified account,https://twitter.com/DMmovies
NDTV Movies,https://twitter.com/moviesndtv,moviesndtv,https://twitter.com/moviesndtv,#BadrinathKiDulhania Box Office Collection: @aliaa08 And @Varun_dvn's Film Is 'Rock Steady' https://goo.gl/04mRdA,Reply,"Retweet
32","Like
119",22 Mar 2017,https://twitter.com/moviesndtv/status/844472001934745600,,
Indian Express Entertainment,https://twitter.com/ieEntertainment,ieEntertainment,https://twitter.com/ieEntertainment,"#BadrinathKiDulhania box office collection day 12: @Varun_dvn, @aliaa08's film stays strong with Rs 96.39 cr
http://indianexpress.com/article/entertainment/badrinath-ki-dulhania-box-office-collection-day-12-varun-dhawan-alia-bhatt-film-4579511/ …","Reply
1","Retweet
27","Like
107",22 Mar 2017,https://twitter.com/ieEntertainment/status/844462867487305728,Verified account,https://twitter.com/ieEntertainment
pinkvilla,https://twitter.com/pinkvilla,pinkvilla,https://twitter.com/pinkvilla,Box Office Report: #BadrinathKiDulhania stays rock steady at the ticket windows,Reply,"Retweet
47","Like
133",22 Mar 2017,https://twitter.com/pinkvilla/status/844458755471355904,Verified account,https://twitter.com/pinkvilla
Buzzing Tracks,https://twitter.com/BuzzingTracks,BuzzingTracks,https://twitter.com/BuzzingTracks,"Just like a doll @aliaa08's adorable gesture towards @Varun_dvn.
Did you enjoy watching them in #BadrinathKiDulhania","Reply
1","Retweet
25","Like
81",21 Mar 2017,https://twitter.com/BuzzingTracks/status/844405779679629312,,
pinkvilla,https://twitter.com/pinkvilla,pinkvilla,https://twitter.com/pinkvilla,#VarunDhawan: #KaranJohar kept saying #BadrinathKiDulhania would be a roaring hit http://www.pinkvilla.com/entertainment/news/374834/varun-dhawan-karan-johar-kept-saying-badrinath-ki-dulhania-would-be … @Varun_dvn @karanjohar,"Reply
2","Retweet
47","Like
114",21 Mar 2017,https://twitter.com/pinkvilla/status/844381393660588032,Verified account,https://twitter.com/pinkvilla
Bollywood Hungama,https://twitter.com/Bollyhungama,Bollyhungama,https://twitter.com/Bollyhungama,"#BoxOffice #BadrinathKiDulhania inches closer to ₹ 100 cr... [Week 2] Fri 4.21 cr, Sat 5.90 cr, Sun 7.45 cr, Mon 2.72 cr. Total: ₹ 93.94 cr.","Reply
1","Retweet
21","Like
143",20 Mar 2017,https://twitter.com/Bollyhungama/status/844079845231542272,Verified account,https://twitter.com/Bollyhungama
The Indian Express,https://twitter.com/IndianExpress,IndianExpress,https://twitter.com/IndianExpress,"#BadrinathKiDulhania box office collection day 10: @Varun_dvn, @aliaa08 film earns Rs 91.22 cr
http://indianexpress.com/article/entertainment/badrinath-ki-dulhania-box-office-collection-day-10-varun-dhawan-alia-bhatt-film-4576337/ …","Reply
2","Retweet
19","Like
62",20 Mar 2017,https://twitter.com/IndianExpress/status/843751274914889728,Verified account,https://twitter.com/IndianExpress
Indiacom,https://twitter.com/indiacom,indiacom,https://twitter.com/indiacom,#BadrinathKiDulhania box office Day 10: @aliaa08 - @Varun_dvn starrer rakes in Rs 92 crores! Becomes the first SUPERHIT of 2017!,"Reply
1","Retweet
37","Like
69",20 Mar 2017,https://twitter.com/indiacom/status/843735339399335936,Verified account,https://twitter.com/indiacom
Movified Bollywood,https://twitter.com/MovifiedBolly,MovifiedBolly,https://twitter.com/MovifiedBolly,#BadrinathKiDulhania is all set to become the highest grosser of @aliaa08 and @Varun_dvn’s career @BKDMovie https://www.movified.com/badrinath-ki-dulhania-is-all-set-to-become-the-highest-grosser-of-alia-bhatt-and-varun-dhawans-career …,Reply,"Retweet
46","Like
112",19 Mar 2017,https://twitter.com/MovifiedBolly/status/843710666632519681,,
Indicine.com,https://twitter.com/indicine,indicine,https://twitter.com/indicine,#BadrinathKiDulhania 2nd Friday Collections: Unstoppable at the box office,"Reply
2","Retweet
35","Like
73",18 Mar 2017,https://twitter.com/indicine/status/843002464001441792,,
Bollywood Hungama,https://twitter.com/Bollyhungama,Bollyhungama,https://twitter.com/Bollyhungama,"#BoxOffice: @Varun_dvn, @aliaa08's #BadrinathKiDulhania collects ₹ 4.21 cr on Friday [Week 2] Total: ₹ 77.87 cr (India)","Reply
1","Retweet
41","Like
188",18 Mar 2017,https://twitter.com/Bollyhungama/status/843000917951623169,Verified account,https://twitter.com/Bollyhungama
Talkingmoviez.com,https://twitter.com/Talkingmoviez,Talkingmoviez,https://twitter.com/Talkingmoviez,#BadrinathKiDulhania is the Biggest Bollywood Grosser Ever for the month of March @Varun_dvn @aliaa08 @karanjohar http://www.talkingmoviez.com/badrinath-ki-dulhania-is-the-biggest-grosser-ever-in-march-month/ …,"Reply
2","Retweet
25","Like
44",17 Mar 2017,https://twitter.com/Talkingmoviez/status/842979637835812865,,
Bollywood Hungama,https://twitter.com/Bollyhungama,Bollyhungama,https://twitter.com/Bollyhungama,".@Varun_dvn & @aliaa08 's #BadrinathKiDulhania Day 7 (Thu) #Canada #boxoffice $13,336 [Rs. 8.72 lacs] frm 18 scrns",Reply,"Retweet
26","Like
105",17 Mar 2017,https://twitter.com/Bollyhungama/status/842775403194408962,Verified account,https://twitter.com/Bollyhungama
Joginder Tuteja,https://twitter.com/Tutejajoginder,Tutejajoginder,https://twitter.com/Tutejajoginder,"#BadrinathKiDulhania is a Superhit, crosses #KapoorAndSons lifetime in one week http://bit.ly/2ntYlHj
@MovieTalkies","Reply
3","Retweet
51","Like
213",17 Mar 2017,https://twitter.com/Tutejajoginder/status/842774165585190914,Verified account,https://twitter.com/Tutejajoginder
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,".@Varun_dvn and @aliaa08 starrer, #BadrinathKiDulhania has collected Rs.73.66 crores till now","Reply
5","Retweet
64","Like
355",17 Mar 2017,https://twitter.com/ZoomTV/status/842729739471085568,Verified account,https://twitter.com/ZoomTV
BadrinathKiDulhania,https://twitter.com/BKDMovie,BKDMovie,https://twitter.com/BKDMovie,How cool is this? Badri & the two generations of the Bhatt family looking as funky as ever! #BadrinathKiDulhania @Varun_dvn @aliaa08,"Reply
15","Retweet
142","Like
512",17 Mar 2017,https://twitter.com/BKDMovie/status/842714460892545029,,
Filmfare,https://twitter.com/filmfare,filmfare,https://twitter.com/filmfare,The who's who of Bollywood join @aliaa08 and @Varun_dvn to celebrate #BadrinathKiDulhania's success.,"Reply
1","Retweet
59","Like
240",17 Mar 2017,https://twitter.com/filmfare/status/842697215193763841,Verified account,https://twitter.com/filmfare
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,"if you love the #BadrinathKiDulhania pair, @Varun_dvn and @aliaa08","Reply
5","Retweet
88","Like
525",17 Mar 2017,https://twitter.com/ZoomTV/status/842680664067588096,Verified account,https://twitter.com/ZoomTV
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,"#PicturePerfect: #BadrinathKiDulhania stars, @Varun_dvn and @aliaa08 with @sonakshisinha","Reply
5","Retweet
60","Like
334",17 Mar 2017,https://twitter.com/ZoomTV/status/842642912542310400,Verified account,https://twitter.com/ZoomTV
BadrinathKiDulhania,https://twitter.com/BKDMovie,BKDMovie,https://twitter.com/BKDMovie,About last night! #BadrinathKiDulhania @Varun_dvn @aliaa08,"Reply
13","Retweet
182","Like
611",16 Mar 2017,https://twitter.com/BKDMovie/status/842631346124021760,,
taran adarsh,https://twitter.com/taran_adarsh,taran_adarsh,https://twitter.com/taran_adarsh,#BadrinathKiDulhania has an EXCELLENT Week 1... Collects ₹ 73.66 cr... Expected to dominate this week again... Day-wise data follows...,"Reply
20","Retweet
238","Like
1.2K",16 Mar 2017,https://twitter.com/taran_adarsh/status/842630249837871105,Verified account,https://twitter.com/taran_adarsh
Sonakshi Sinha,https://twitter.com/sonakshisinha,sonakshisinha,https://twitter.com/sonakshisinha,Celebrating the success of these two sensational people!!! Most well deserved @aliaa08 @Varun_dvn #BadrinathKiDulhania,"Reply
111","Retweet
408","Like
3.7K",16 Mar 2017,https://twitter.com/sonakshisinha/status/842592615912693761,Verified account,https://twitter.com/sonakshisinha
VisitSingapore IN,https://twitter.com/VisitSG_IN,VisitSG_IN,https://twitter.com/VisitSG_IN,"Badri is in love and we can't wait for you to know who it is. Go on, hit play now! #BKDInSingapore #BadrinathKiDulhania @aliaa08 @Varun_dvn","Reply
9","Retweet
111","Like
211",16 Mar 2017,https://twitter.com/VisitSG_IN/status/842339646247952385,,
taran adarsh,https://twitter.com/taran_adarsh,taran_adarsh,https://twitter.com/taran_adarsh,"Question is, will #BadrinathKiDulhania hit a century [₹ 100 cr]? Performance in Weekend 2 will give a fair idea of its lifetime biz...","Reply
48","Retweet
169","Like
1.1K",16 Mar 2017,https://twitter.com/taran_adarsh/status/842301174808162304,Verified account,https://twitter.com/taran_adarsh
taran adarsh,https://twitter.com/taran_adarsh,taran_adarsh,https://twitter.com/taran_adarsh,#BadrinathKiDulhania is looking at ₹ 73 cr [+/-] Week 1... All set to cross *lifetime biz* of #HumptySharmaKiDulhania in Weekend 2... SUPER!,"Reply
18","Retweet
202","Like
1.1K",16 Mar 2017,https://twitter.com/taran_adarsh/status/842301062329466880,Verified account,https://twitter.com/taran_adarsh
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,"After #BadrinathKiDulhania, director, @ShashankKhaitan plans to make third Dulhania film","Reply
25","Retweet
89","Like
467",16 Mar 2017,https://twitter.com/ZoomTV/status/842291855572242433,Verified account,https://twitter.com/ZoomTV
Faridoon Shahryar,https://twitter.com/iFaridoon,iFaridoon,https://twitter.com/iFaridoon,Selfie time with talented @Sahilwalavaid who played @Varun_dvn best friend Somdev in #BadrinathKiDulhania #TalkingFilms,"Reply
13","Retweet
65","Like
448",16 Mar 2017,https://twitter.com/iFaridoon/status/842283033294077952,Verified account,https://twitter.com/iFaridoon
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,"Catch the #BadrinathKiDulhania stars,@Varun_dvn & @aliaa08 celebrating Holi at the #ZoomHoliParty
Don't forget to tune into zoom at 8.30 pm","Reply
4","Retweet
54","Like
211",16 Mar 2017,https://twitter.com/ZoomTV/status/842280345558892544,Verified account,https://twitter.com/ZoomTV
Indicine.com,https://twitter.com/indicine,indicine,https://twitter.com/indicine,"#BadrinathKiDulhania Fri 12.25 cr, Sat 14.75 cr, Sun 16.05 cr, Mon 12.08 cr, Tue 7.52 cr. 5-day Total 62.65 crore net box office collections","Reply
6","Retweet
83","Like
152",15 Mar 2017,https://twitter.com/indicine/status/841924335296249857,,
RJ ALOK,https://twitter.com/OYERJALOK,OYERJALOK,https://twitter.com/OYERJALOK,Collection : @Varun_dvn n @aliaa08 *er #BadrinathKiDulhania collects Rs 7.15 Cr on Tue n Total = Rs. 62.28 Cr. Mubaarak @karanjohar #RjAlok,"Reply
2","Retweet
55","Like
89",14 Mar 2017,https://twitter.com/OYERJALOK/status/841879267692670976,Verified account,https://twitter.com/OYERJALOK
SAGAR,https://twitter.com/sagarcasm,sagarcasm,https://twitter.com/sagarcasm,"In the movie #BadrinathKiDulhania, Varun is from UP, Alia is from Rajasthan and both of them have Bhojpuri accent. In fact Alia has better.","Reply
34","Retweet
146","Like
444",14 Mar 2017,https://twitter.com/sagarcasm/status/841679097973608448,,
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,"Humpty's wit to Badri's innocence, #transformationtuesday done right! @Varun_dvn #HSKD #BadrinathKiDulhania","Reply
12","Retweet
153","Like
948",14 Mar 2017,https://twitter.com/DharmaMovies/status/841628609349582848,Verified account,https://twitter.com/DharmaMovies
