Tweets_name,Tweets_url,Tweets_twitterhandle,Tweets_twitterhandle_url,Tweets_tweet,Tweets_replies,Tweets_retweets,Tweets_likes,Tweets_Dateoftweet,Tweets_Dateoftweet_url,Tweets_Verified,Tweets_Verified_url
Tony Kakkar,https://twitter.com/TonyKakkar,TonyKakkar,https://twitter.com/TonyKakkar,Hearing so much good about #BADRINATHKIDULHANIA .. can't wait to watch it Both my favourite actors are there @aliaa08 @Varun_dvn,"Reply
8","Retweet
40","Like
141",10 Mar 2017,https://twitter.com/TonyKakkar/status/840214875553058819,Verified account,https://twitter.com/TonyKakkar
Aadhaar Gaur,https://twitter.com/aadhaarg,aadhaarg,https://twitter.com/aadhaarg,"Splendid Cameo by @GAUAHAR_KHAN in #BadrinathKiDulhania
Totally Loved it.
@Varun_dvn @aliaa08 Great Work!",Reply,"Retweet
23","Like
116",10 Mar 2017,https://twitter.com/aadhaarg/status/840213127753015296,,
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,"Grab your friends & family this weekend, because you can't miss out on this entertainer! #BadrinathKiDulhania @Varun_dvn @aliaa08","Reply
6","Retweet
123","Like
470",10 Mar 2017,https://twitter.com/DharmaMovies/status/840207641754255362,Verified account,https://twitter.com/DharmaMovies
Komal Nahta,https://twitter.com/KomalNahta,KomalNahta,https://twitter.com/KomalNahta,Badri & his dulhania win hearts.KJo & ShashankKhaitan's #BadrinathKiDulhania is a sureshot winner. Read my review at,"Reply
17","Retweet
157","Like
598",10 Mar 2017,https://twitter.com/KomalNahta/status/840196412059074561,,
"HAPPINESS
✨",https://twitter.com/gauahargeous20,gauahargeous20,https://twitter.com/gauahargeous20,Happiness is wen frenz plan2wtch #Lion bt u convince thm for #BadrinathKiDulhania cz u wnna wtch @GAUAHAR_KHAN #majorFOMO1stdayshow #guilty,"Reply
9","Retweet
34","Like
140",10 Mar 2017,https://twitter.com/gauahargeous20/status/840184988997890049,,
shubhra gupta,https://twitter.com/shubhragupta,shubhragupta,https://twitter.com/shubhragupta,"My review of #BadrinathKiDulhania. There's freshness here, and sass.","Reply
4","Retweet
54","Like
389",10 Mar 2017,https://twitter.com/shubhragupta/status/840174150366945280,Verified account,https://twitter.com/shubhragupta
Sumit M kadel,https://twitter.com/SumitkadeI,SumitkadeI,https://twitter.com/SumitkadeI,Saw #BadrinathKiDulhania at best SS of india Raj mandir jaipur.Exhilarating experience. Amazing audience response @Varun_dvn @aliaa08,"Reply
1","Retweet
29","Like
91",10 Mar 2017,https://twitter.com/SumitkadeI/status/840163925991792640,Verified account,https://twitter.com/SumitkadeI
King Mika Singh,https://twitter.com/MikaSingh,MikaSingh,https://twitter.com/MikaSingh,All the best @Varun_dvn @aliaa08 and @karanjohar for #BadrinathKiDulhania . Guys go watch and enjoy the movie:),"Reply
7","Retweet
27","Like
190",10 Mar 2017,https://twitter.com/MikaSingh/status/840153552827826176,Verified account,https://twitter.com/MikaSingh
Rummana Ahmed,https://twitter.com/reachrummana,reachrummana,https://twitter.com/reachrummana,This one is a total paisa vasool #BadrinathKiDulhania Review on Yahoo,"Reply
14","Retweet
93","Like
613",10 Mar 2017,https://twitter.com/reachrummana/status/840151976994263040,Verified account,https://twitter.com/reachrummana
IBTimes India,https://twitter.com/ibtimes_india,ibtimes_india,https://twitter.com/ibtimes_india,"#BadrinathKiDulhania movie review:It will make you LOL,cry, and fall in love with the love story @Varun_dvn @aliaa08","Reply
1","Retweet
71","Like
464",10 Mar 2017,https://twitter.com/ibtimes_india/status/840146904021254144,Verified account,https://twitter.com/ibtimes_india
Faridoon Shahryar,https://twitter.com/iFaridoon,iFaridoon,https://twitter.com/iFaridoon,Guys meet Somdev from #BadrinathKiDulhania @Sahilwalavaid.. he is gonna be a star now... He is gonna give u a lot of Happiness!!,"Reply
4","Retweet
41","Like
76",10 Mar 2017,https://twitter.com/iFaridoon/status/840136805022220294,Verified account,https://twitter.com/iFaridoon
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,You can call Badri & Vaidehi's love story a starry affair! #BadrinathKiDulhania @karanjohar @Varun_dvn @aliaa08 @ShashankKhaitan,"Reply
22","Retweet
173","Like
992",10 Mar 2017,https://twitter.com/DharmaMovies/status/840136533650751488,Verified account,https://twitter.com/DharmaMovies
Faridoon Shahryar,https://twitter.com/iFaridoon,iFaridoon,https://twitter.com/iFaridoon,Alia is goin 2 b 24 on March 15 but she is becoming this giant http://actress.One killer performance after another #BadrinathKiDulhania,Reply,"Retweet
38","Like
88",10 Mar 2017,https://twitter.com/iFaridoon/status/840136040673230849,Verified account,https://twitter.com/iFaridoon
Akshaye Rathi,https://twitter.com/akshayerathi,akshayerathi,https://twitter.com/akshayerathi,#BadrinathKiDulhania is one of the most relevant films of our times. The film drives a beautiful message while entertaining you all through!,"Reply
2","Retweet
98","Like
223",10 Mar 2017,https://twitter.com/akshayerathi/status/840134457222811648,Verified account,https://twitter.com/akshayerathi
Faridoon Shahryar,https://twitter.com/iFaridoon,iFaridoon,https://twitter.com/iFaridoon,"Zyada socho mat,just go n watch #BadrinathKiDulhania.. full on family entertainer with super performances,cool music n super writing.Enjoy!","Reply
7","Retweet
87","Like
211",10 Mar 2017,https://twitter.com/iFaridoon/status/840134435160842241,Verified account,https://twitter.com/iFaridoon
dna After Hrs,https://twitter.com/dnaAfterHrs,dnaAfterHrs,https://twitter.com/dnaAfterHrs,#BadrinathKiDulhania Review: Varun and Alia's crackling chemistry works wonders for this desi love story! http://dnai.in/e4bb,"Reply
7","Retweet
74","Like
512",10 Mar 2017,https://twitter.com/dnaAfterHrs/status/840131576147013633,Verified account,https://twitter.com/dnaAfterHrs
pinkvilla,https://twitter.com/pinkvilla,pinkvilla,https://twitter.com/pinkvilla,#BadrinathKiDulhania Movie Review: Missing a @Varun_dvn show is blasphemy- http://www.pinkvilla.com/entertainment/reviews/374115/badrinath-ki-dulhania-movie-review-missing-varun-dhawan-show-blasphemy …,"Reply
3","Retweet
42","Like
153",10 Mar 2017,https://twitter.com/pinkvilla/status/840129849758908416,Verified account,https://twitter.com/pinkvilla
Catch News,https://twitter.com/CatchNews,CatchNews,https://twitter.com/CatchNews,"#BadrinathKiDulhania movie review: Endearing, delightful and has heart in the right place","Reply
3","Retweet
78","Like
631",10 Mar 2017,https://twitter.com/CatchNews/status/840125365871759362,Verified account,https://twitter.com/CatchNews
Bollywood Hungama,https://twitter.com/Bollyhungama,Bollyhungama,https://twitter.com/Bollyhungama,"#MovieReview #BADRINATHKIDULHANIA is a beautifully textured love story that wins you over and keeps you hooked.
http://www.bollywoodhungama.com/movie/badrinath-ki-dulhania/critic-review/ …","Reply
7","Retweet
143","Like
850",10 Mar 2017,https://twitter.com/Bollyhungama/status/840123916836253696,Verified account,https://twitter.com/Bollyhungama
Indicine.com,https://twitter.com/indicine,indicine,https://twitter.com/indicine,#BadrinathKiDulhania Movie Review,"Reply
32","Retweet
221","Like
953",10 Mar 2017,https://twitter.com/indicine/status/840122467314089984,,
RadioMirchi,https://twitter.com/RadioMirchi,RadioMirchi,https://twitter.com/RadioMirchi,Say what? @Varun_dvn just got ‘married’ to @aliaa08 in full public view! Check out the madness with @RjSukriti here! #BadrinathKiDulhania,"Reply
1","Retweet
29","Like
64",10 Mar 2017,https://twitter.com/RadioMirchi/status/840119299117277186,Verified account,https://twitter.com/RadioMirchi
Karan Wahi,https://twitter.com/karan009wahi,karan009wahi,https://twitter.com/karan009wahi,"Its friday and its Time for #BadrinathKiDulhania
Watch it guys ....
@Varun_dvn @aliaa08 all the very best","Reply
14","Retweet
112","Like
484",10 Mar 2017,https://twitter.com/karan009wahi/status/840118048728088576,Verified account,https://twitter.com/karan009wahi
Ravi Kumar,https://twitter.com/RaviKWorld,RaviKWorld,https://twitter.com/RaviKWorld,Video: Female fans gathered in a huge number for the first day first show of #BadrinathKiDulhania @BKDMovie . @Varun_dvn @aliaa08,Reply,"Retweet
54","Like
96",10 Mar 2017,https://twitter.com/RaviKWorld/status/840116201170714624,,
BadrinathKiDulhania,https://twitter.com/BKDMovie,BKDMovie,https://twitter.com/BKDMovie,She's the beauty with brains! Meet Vaidehi Trivedi aka @aliaa08 in cinemas today! Book tix here http://m.p-y.tm/tbkdm #BadrinathKiDulhania,"Reply
9","Retweet
107","Like
370",10 Mar 2017,https://twitter.com/BKDMovie/status/840113968173608960,,
Komal Nahta,https://twitter.com/KomalNahta,KomalNahta,https://twitter.com/KomalNahta,#BadrinathKiDulhania opening good; collections picking up in multiplexes & single-screen cinemas. Bound to record a lovely total today!,"Reply
5","Retweet
87","Like
252",9 Mar 2017,https://twitter.com/KomalNahta/status/840107497654439936,,
Bollywood Hungama,https://twitter.com/Bollyhungama,Bollyhungama,https://twitter.com/Bollyhungama,"""@Varun_dvn is younger & also like a child"": @aliaa08 #BadrinathKiDulhania #TalkingFilms","Reply
4","Retweet
33","Like
126",9 Mar 2017,https://twitter.com/Bollyhungama/status/840107060486324224,Verified account,https://twitter.com/Bollyhungama
Kush Savani,https://twitter.com/Kush_Savani,Kush_Savani,https://twitter.com/Kush_Savani,"India needs more films like this,entertaining yet convey a strong message! #BadrinathKiDulhania @Varun_dvn @aliaa08 absolutely nailed it",Reply,"Retweet
59","Like
92",9 Mar 2017,https://twitter.com/Kush_Savani/status/840104994086895618,,
Bollywood Bubble,https://twitter.com/bollybubble,bollybubble,https://twitter.com/bollybubble,"#BadrinathKiDulhania movie review: Strong story and great performances make this a winner
http://bit.ly/2nllU0T
@DharmaMovies @BKDMovie","Reply
1","Retweet
66","Like
186",9 Mar 2017,https://twitter.com/bollybubble/status/840101102401929218,Verified account,https://twitter.com/bollybubble
Kartik Aaryan,https://twitter.com/TheAaryanKartik,TheAaryanKartik,https://twitter.com/TheAaryanKartik,"Loved #BadrinathKiDulhania @ShashankKhaitan @karanjohar
@aliaa08 is SUPERB as always n
@Varun_dvn bro u r a STAR
Mindblowing performance","Reply
11","Retweet
120","Like
453",9 Mar 2017,https://twitter.com/TheAaryanKartik/status/840095791897165825,Verified account,https://twitter.com/TheAaryanKartik
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,#India is falling in love with #BadrinathKiDulhania already! Trending at #1! @Varun_dvn @aliaa08 @karanjohar @ShashankKhaitan,"Reply
4","Retweet
64","Like
170",9 Mar 2017,https://twitter.com/DharmaMovies/status/840094817908539392,Verified account,https://twitter.com/DharmaMovies
Faridoon Shahryar,https://twitter.com/iFaridoon,iFaridoon,https://twitter.com/iFaridoon,#BadrinathKiDulhania is a solid entertainer with a Heartfelt fresh take on feminism.. My views,"Reply
5","Retweet
104","Like
234",9 Mar 2017,https://twitter.com/iFaridoon/status/840087870975107072,Verified account,https://twitter.com/iFaridoon
Raghuvendra Singh,https://twitter.com/raghuvendras,raghuvendras,https://twitter.com/raghuvendras,#BadrinathKiDulhania is an entertainer with a powerfull message. In love wid Vaidehi @aliaa08 & her dulha @Varun_dvn u both are amazing ya,"Reply
3","Retweet
87","Like
179",9 Mar 2017,https://twitter.com/raghuvendras/status/840085059063312385,Verified account,https://twitter.com/raghuvendras
Ramya,https://twitter.com/rgrocks50,rgrocks50,https://twitter.com/rgrocks50,Varun & Alia new superhit couple #BadrinathKiDulhania,"Reply
6","Retweet
78","Like
67",9 Mar 2017,https://twitter.com/rgrocks50/status/840084472305397764,,
Indicine.com,https://twitter.com/indicine,indicine,https://twitter.com/indicine,"Never before has a Varun Dhawan film opened poorly at the box office, #BadrinathKiDulhania is no exception. Opening above expectations.","Reply
8","Retweet
116","Like
173",9 Mar 2017,https://twitter.com/indicine/status/840084368248856576,,
Indicine.com,https://twitter.com/indicine,indicine,https://twitter.com/indicine,"Patna (Bihar) has opened to extraordinary response, shows going houseful. #BadrinathKiDulhania","Reply
22","Retweet
202","Like
1.1K",9 Mar 2017,https://twitter.com/indicine/status/840083665908457474,,
Indicine.com,https://twitter.com/indicine,indicine,https://twitter.com/indicine,"#BadrinathKiDulhania has opened very well at the box office on Friday. At several centres, best since Shah Rukh Khan's Raees.","Reply
15","Retweet
132","Like
199",9 Mar 2017,https://twitter.com/indicine/status/840083278283513857,,
Tushar Joshi,https://twitter.com/TusharrJoshi,TusharrJoshi,https://twitter.com/TusharrJoshi,#BadrinathKiDulhania proves that @Varun_dvn @aliaa08 is not only the most commercially viable Jodi but also d most believable.,"Reply
3","Retweet
60","Like
104",9 Mar 2017,https://twitter.com/TusharrJoshi/status/840083189485850625,Verified account,https://twitter.com/TusharrJoshi
Financial Express,https://twitter.com/FinancialXpress,FinancialXpress,https://twitter.com/FinancialXpress,"#BadrinathKiDulhania movie review: @aliaa08 and @Varun_dvn's romcom sends strong, empowering message
http://www.financialexpress.com/entertainment/badrinath-ki-dulhania-movie-review-alia-bhatt-and-varun-dhawans-romcom-sends-strong-empowering-message/581635/ …","Reply
89","Retweet
421","Like
2.7K",9 Mar 2017,https://twitter.com/FinancialXpress/status/840076117859954688,Verified account,https://twitter.com/FinancialXpress
Firstpost,https://twitter.com/firstpost,firstpost,https://twitter.com/firstpost,#BadrinathKiDulhania quick review: @aliaa08 is a delight to watch but @Varun_dvn steals your attention http://bit.ly/2m8GpxC,"Reply
64","Retweet
457","Like
2.7K",9 Mar 2017,https://twitter.com/firstpost/status/840075738069921792,Verified account,https://twitter.com/firstpost
RJ ALOK,https://twitter.com/OYERJALOK,OYERJALOK,https://twitter.com/OYERJALOK,Performance Locations Issue Cinematography Direction Dialogues = #BadrinathKiDulhania Congo @Varun_dvn @aliaa08 n team!! #RjAlok,Reply,"Retweet
66","Like
89",9 Mar 2017,https://twitter.com/OYERJALOK/status/840074475395670018,Verified account,https://twitter.com/OYERJALOK
RAJ BANSAL,https://twitter.com/rajbansal9,rajbansal9,https://twitter.com/rajbansal9,@karanjohar @Varun_dvn @aliaa08 @BKDMovie #BadrinathKiDulhania opens to full houses in the morning show.,"Reply
3","Retweet
58","Like
104",9 Mar 2017,https://twitter.com/rajbansal9/status/840068605974740996,Verified account,https://twitter.com/rajbansal9
Avinash Gowariker,https://twitter.com/avigowariker,avigowariker,https://twitter.com/avigowariker,"#BadrinathKiDulhania is a SUPERB film @aliaa08 @Varun_dvn are just FANTASTICEntertainmentWithaMessage. @ShashankKhaitan
@karanjohar","Reply
18","Retweet
145","Like
452",9 Mar 2017,https://twitter.com/avigowariker/status/840066378170220544,Verified account,https://twitter.com/avigowariker
Faridoon Shahryar,https://twitter.com/iFaridoon,iFaridoon,https://twitter.com/iFaridoon,"Interval of #BadrinathKiDulhania... Its a roller coaster of fun, entertainment, beautifulness of UP, buffet of emotions n great casting!!!","Reply
1","Retweet
66","Like
220",9 Mar 2017,https://twitter.com/iFaridoon/status/840065854888861699,Verified account,https://twitter.com/iFaridoon
Hrithik Roshan,https://twitter.com/iHrithik,iHrithik,https://twitter.com/iHrithik,Dear @karanjohar @Varun_dvn @aliaa08 gooood luck for #BadrinathKiDulhania it's a super hit already:) sit back n enjoy now.,"Reply
193","Retweet
780","Like
6.5K",9 Mar 2017,https://twitter.com/iHrithik/status/840064426623426563,Verified account,https://twitter.com/iHrithik
siddharth malhotra,https://twitter.com/sidpmalhotra,sidpmalhotra,https://twitter.com/sidpmalhotra,"#BadrinathKiDulhania @Varun_dvn best performance till date he & @aliaa08 chemistry is impeccable, super writing & direction @ShashankKhaitan","Reply
11","Retweet
99","Like
218",9 Mar 2017,https://twitter.com/sidpmalhotra/status/840064413684056065,Verified account,https://twitter.com/sidpmalhotra
The Indian Express,https://twitter.com/IndianExpress,IndianExpress,https://twitter.com/IndianExpress,"#BadrinathKiDulhania quick movie review: @aliaa08, @Varun_dvn deliver a winner
http://indianexpress.com/article/entertainment/bollywood/badrinath-ki-dulhania-quick-movie-review-varun-dhawan-alia-bhatt-4562288/ …","Reply
26","Retweet
110","Like
852",9 Mar 2017,https://twitter.com/IndianExpress/status/840057766798483456,Verified account,https://twitter.com/IndianExpress
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,Made with love and only love! #BadrinathKiDulhania in cinemas now! Book tix here: http://bit.ly/BKDTix2 @karanjohar @Varun_dvn @aliaa08,"Reply
40","Retweet
320","Like
1.9K",9 Mar 2017,https://twitter.com/DharmaMovies/status/840056653751939072,Verified account,https://twitter.com/DharmaMovies
Karan Johar,https://twitter.com/karanjohar,karanjohar,https://twitter.com/karanjohar,OUT TODAY!! #BadrinathKiDulhania @Varun_dvn @aliaa08 @ShashankKhaitan @DharmaMovies @foxstarhindi,"Reply
85","Retweet
439","Like
3.2K",9 Mar 2017,https://twitter.com/karanjohar/status/840055692019023873,Verified account,https://twitter.com/karanjohar
Rohit Jaiswal,https://twitter.com/rohitjswl01,rohitjswl01,https://twitter.com/rohitjswl01,"Film like #BadrinathKiDulhania doesnt need any Reviews,Its a pure A class Commercial film which rides on Brilliant songs and Entertainment","Reply
1","Retweet
56","Like
101",9 Mar 2017,https://twitter.com/rohitjswl01/status/840043490788691969,Verified account,https://twitter.com/rohitjswl01
Mandana karimi,https://twitter.com/manizhe,manizhe,https://twitter.com/manizhe,Super chemistry between @Varun_dvn and @aliaa08 Wish there were more Badris in our world. #BadrinathKiDulhania,"Reply
14","Retweet
127","Like
445",9 Mar 2017,https://twitter.com/manizhe/status/839937371504263168,Verified account,https://twitter.com/manizhe
Vasanth Mallya,https://twitter.com/vcmallya,vcmallya,https://twitter.com/vcmallya,Just watched #BadrinathKiDulhania here in Muscat @Varun_dvn makes you to laugh in one scene & cry in another. @aliaa08 also superb. Enjoyed,"Reply
9","Retweet
170","Like
644",9 Mar 2017,https://twitter.com/vcmallya/status/839924476334780416,,
Milap,https://twitter.com/zmilap,zmilap,https://twitter.com/zmilap,Take a bow @ShashankKhaitan Its an art to blend emotion and humor and you my friend have mastered it! #BadrinathKiDulhania is your victory!,"Reply
7","Retweet
185","Like
582",9 Mar 2017,https://twitter.com/zmilap/status/839922092862767106,Verified account,https://twitter.com/zmilap
Milap,https://twitter.com/zmilap,zmilap,https://twitter.com/zmilap,"#BadrinathKiDulhania has the most endearing,heart wrenching n entertaining performance of @Varun_dvn till date! He truly is David sir's son!","Reply
6","Retweet
100","Like
116",9 Mar 2017,https://twitter.com/zmilap/status/839921157398745088,Verified account,https://twitter.com/zmilap
kunal kohli,https://twitter.com/kunalkohli,kunalkohli,https://twitter.com/kunalkohli,@karanjohar @aliaa08 @Varun_dvn #BadrinathKiDulhania is a blockbuster.Varun has excelled.What an actor he’s become. So impressed. So proud,"Reply
8","Retweet
107","Like
193",9 Mar 2017,https://twitter.com/kunalkohli/status/839917760469696512,Verified account,https://twitter.com/kunalkohli
Salilacharya,https://twitter.com/Salilacharya,Salilacharya,https://twitter.com/Salilacharya,Some #jodis i just love they bring out he best in each other @Varun_dvn @aliaa08 great stuff #BadrinathKiDulhania,"Reply
9","Retweet
124","Like
396",9 Mar 2017,https://twitter.com/Salilacharya/status/839909436999233536,Verified account,https://twitter.com/Salilacharya
Varun Dhawan,https://twitter.com/Varun_dvn,Varun_dvn,https://twitter.com/Varun_dvn,#BadrinathKiDulhania has been a very special film in my life. Tomorrow Badri is yours. Like all actors I have also worked extremely hard.,"Reply
283","Retweet
754","Like
4.0K",9 Mar 2017,https://twitter.com/Varun_dvn/status/839900559779954693,Verified account,https://twitter.com/Varun_dvn
kunal kohli,https://twitter.com/kunalkohli,kunalkohli,https://twitter.com/kunalkohli,Watching #BadrinathKiDulhania interval. One word. Blockbuster. @karanjohar @Varun_dvn @aliaa08,"Reply
10","Retweet
83","Like
250",9 Mar 2017,https://twitter.com/kunalkohli/status/839888152886140929,Verified account,https://twitter.com/kunalkohli
Sophie #AjjNaiyoSawna,https://twitter.com/Sophie_Choudry,Sophie_Choudry,https://twitter.com/Sophie_Choudry,Bummed to be missing the #BadrinathKiDulhania screening tonight but big love & lots of luck to my faves @Varun_dvn @aliaa08 It's a smaaaash,"Reply
8","Retweet
60","Like
243",9 Mar 2017,https://twitter.com/Sophie_Choudry/status/839856098400075776,Verified account,https://twitter.com/Sophie_Choudry
MissKyra,https://twitter.com/MissKyra12,MissKyra12,https://twitter.com/MissKyra12,.@aliaa08 & @Varun_dvn 's #BadrinathKiDulhania performance at #OPPOTimesFreshFace,"Reply
3","Retweet
86","Like
227",9 Mar 2017,https://twitter.com/MissKyra12/status/839842868583858177,Verified account,https://twitter.com/MissKyra12
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,The first reviews are here & #BadrinathKiDulhania is off to a spectacular start! @karanjohar @Varun_dvn @aliaa08 @ShashankKhaitan,"Reply
16","Retweet
111","Like
517",9 Mar 2017,https://twitter.com/DharmaMovies/status/839839775213432832,Verified account,https://twitter.com/DharmaMovies
Alia Bhatt,https://twitter.com/aliaa08,aliaa08,https://twitter.com/aliaa08,Sun mere humsafar https://m.youtube.com/watch?v=tnCSK_Jv7WM … hope you guys like it #BadrinathKiDulhania #Humsafar @Varun_dvn @karanjohar @ShashankKhaitan,"Reply
289","Retweet
654","Like
3.7K",9 Mar 2017,https://twitter.com/aliaa08/status/839797486487277569,Verified account,https://twitter.com/aliaa08
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,The much awaited @aliaa08's rendition of #Humsafar is here & it's the epitome of beauty! #BadrinathKiDulhania https://www.youtube.com/watch?v=tnCSK_Jv7WM …,"Reply
13","Retweet
76","Like
286",9 Mar 2017,https://twitter.com/DharmaMovies/status/839788314089537537,Verified account,https://twitter.com/DharmaMovies
Karan Johar,https://twitter.com/karanjohar,karanjohar,https://twitter.com/karanjohar,The version so many had requested for!! The @aliaa08 rendition of #humsafar is here!!!! https://m.youtube.com/watch?v=tnCSK_Jv7WM … #BadrinathKiDulhania,"Reply
155","Retweet
557","Like
3.8K",9 Mar 2017,https://twitter.com/karanjohar/status/839786005884448769,Verified account,https://twitter.com/karanjohar
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,The first review of #BadrinathKiDulhania is out & it's...,"Reply
3","Retweet
62","Like
289",9 Mar 2017,https://twitter.com/DharmaMovies/status/839753810809667585,Verified account,https://twitter.com/DharmaMovies
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,Your wait ends tomorrow! बद्री & Vaidehi are on their way to cinemas near you! #BadrinathKiDulhania @karanjohar @Varun_dvn @aliaa08,"Reply
23","Retweet
145","Like
690",8 Mar 2017,https://twitter.com/DharmaMovies/status/839727541464236032,Verified account,https://twitter.com/DharmaMovies
Wave Cinemas,https://twitter.com/Wave_Cinemas,Wave_Cinemas,https://twitter.com/Wave_Cinemas,"#Contest
Answer this simple question and get a chance to win movie vouchers or merchandise. #BadrinathKiDulhania","Reply
196","Retweet
93","Like
93",8 Mar 2017,https://twitter.com/Wave_Cinemas/status/839724937921216514,Verified account,https://twitter.com/Wave_Cinemas
Mukesh Chhabra CSA,https://twitter.com/CastingChhabra,CastingChhabra,https://twitter.com/CastingChhabra,Loved loved loved #BadrinathKiDulhania yeh dono ki Jodi and acting kamaaal hai @Varun_dvn @aliaa08 well done @ShashankKhaitan outstanding:),"Reply
3","Retweet
89","Like
227",8 Mar 2017,https://twitter.com/CastingChhabra/status/839699145304731648,Verified account,https://twitter.com/CastingChhabra
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,"Here's a still from @aliaa08 and @Varun_dvn starrer, #BadrinathKiDulhania
if you're looking forward to the movie","Reply
2","Retweet
80","Like
319",8 Mar 2017,https://twitter.com/ZoomTV/status/839528647283245056,Verified account,https://twitter.com/ZoomTV
SilkAir India,https://twitter.com/SilkAirIndia,SilkAirIndia,https://twitter.com/SilkAirIndia,Women's Day wishes from #SilkAir and the entire crew from #BadrinathKiDulhania. #AJoyToFly #WomensDay #BKD,"Reply
8","Retweet
131","Like
643",7 Mar 2017,https://twitter.com/SilkAirIndia/status/839335790740021248,,
Milap,https://twitter.com/zmilap,zmilap,https://twitter.com/zmilap,This Friday is gonna see a blockbuster release with #BadrinathKiDulhania All reports say @Varun_dvn n @aliaa08 have ROCKED it! @karanjohar,"Reply
7","Retweet
56","Like
69",7 Mar 2017,https://twitter.com/zmilap/status/839333137725460480,Verified account,https://twitter.com/zmilap
BadrinathKiDulhania,https://twitter.com/BKDMovie,BKDMovie,https://twitter.com/BKDMovie,Spreading unlimited love in the city of joy! #BKDinKolkata @Varun_dvn @aliaa08 #BadrinathKiDulhania,"Reply
10","Retweet
111","Like
423",7 Mar 2017,https://twitter.com/BKDMovie/status/839122646449147904,,
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,"Send in your entries for step 3 now, using #BKDJoyToFly! Contest closes soon, hurry! #BadrinathKiDulhania @Varun_dvn @aliaa08","Reply
12","Retweet
87","Like
513",7 Mar 2017,https://twitter.com/DharmaMovies/status/839113594394578945,Verified account,https://twitter.com/DharmaMovies
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,#PicturePerfect: @Varun_dvn with his parents at the special screening of #BadrinathKiDulhania,"Reply
3","Retweet
41","Like
245",7 Mar 2017,https://twitter.com/ZoomTV/status/839105868159303681,Verified account,https://twitter.com/ZoomTV
Indian Express Entertainment,https://twitter.com/ieEntertainment,ieEntertainment,https://twitter.com/ieEntertainment,"#BadrinathKiDulhania celeb movie review: @aliaa08 @Varun_dvn film gets a wonderful reaction
http://indianexpress.com/article/entertainment/bollywood/badrinath-ki-dulhania-celeb-movie-review-alia-bhatt-varun-dhawan-film-gets-a-wonderful-reaction-4558784/ …","Reply
1","Retweet
59","Like
144",7 Mar 2017,https://twitter.com/ieEntertainment/status/839098809107927040,Verified account,https://twitter.com/ieEntertainment
BadrinathKiDulhania,https://twitter.com/BKDMovie,BKDMovie,https://twitter.com/BKDMovie,"To keep up with Badri's not so sober habits, @Varun_dvn did quite the method acting! #BadrinathKiDulhania @aliaa08","Reply
2","Retweet
79","Like
302",7 Mar 2017,https://twitter.com/BKDMovie/status/839089256761077760,,
Paytm Entertainment,https://twitter.com/PaytmTickets,PaytmTickets,https://twitter.com/PaytmTickets,"Final question!
In #BadrinathKiDulhania, #VarunDhawan doesn't know the formula of:
A) Simple Interest
OR
B) Compound Interest","Reply
174","Retweet
96","Like
118",7 Mar 2017,https://twitter.com/PaytmTickets/status/839084892528984064,Verified account,https://twitter.com/PaytmTickets
Paytm Entertainment,https://twitter.com/PaytmTickets,PaytmTickets,https://twitter.com/PaytmTickets,"You guys are doing an amazing job! Lets make it even better with a few more RTs, invite your friends to play #BadrinathKiDulhania contest.","Reply
44","Retweet
80","Like
79",7 Mar 2017,https://twitter.com/PaytmTickets/status/839071523361038336,Verified account,https://twitter.com/PaytmTickets
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,The heart-throbs are coming back to the big screen! 3 days to #BadrinathKiDulhania! @karanjohar @Varun_dvn @aliaa08 @ShashankKhaitan,"Reply
14","Retweet
72","Like
343",7 Mar 2017,https://twitter.com/DharmaMovies/status/839045424006774785,Verified account,https://twitter.com/DharmaMovies
Girish Johar,https://twitter.com/girishjohar,girishjohar,https://twitter.com/girishjohar,"#BadrinathKiDulhania is on
is poised to take an excellent start at the BO @Varun_dvn @aliaa08","Reply
4","Retweet
54","Like
84",6 Mar 2017,https://twitter.com/girishjohar/status/838987865052876800,Verified account,https://twitter.com/girishjohar
